person,confidence,roles,organization,context,source_url,source_file
ברנינג מן,medium,במאי,מרכז קהילה ערבה,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברנינג מן,medium,במאי,קרן הקולנוע ערבה,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברנינג מן,medium,במאי,המועצה האזורית ערבה תיכונה,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברנינג מן,medium,במאי,קרן קולנוע מדרום,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברנינג מן,medium,במאי,קרן גשר לקולנוע,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברנינג מן,medium,במאי,משרד התרבות,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברנינג מן,medium,במאי,קרן גשר,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברנינג מן,medium,במאי,קרן קולנוע ערבה,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברנינג מן,medium,במאי,קרן קולנוע נגב,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברנינג מן,medium,במאי,מכללת ספיר,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברנינג מן] של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכה לאחר…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,מרכז קהילה ערבה,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,קרן הקולנוע ערבה,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,המועצה האזורית ערבה תיכונה,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,קרן קולנוע מדרום,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,קרן גשר לקולנוע,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,משרד התרבות,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,קרן גשר,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,קרן קולנוע ערבה,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,קרן קולנוע נגב,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
ברני,medium,במאי,מכללת ספיר,"…פועלות בנגב: ארבעה סרטים קצרים חדשים והסרט העלילתי באורך מלא [ברני] נג מן של הבמאי אייל חלפון, שהופק בתמיכת קרן הקולנוע ערבה וזכ…",https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,מרכז קהילה ערבה,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,קרן הקולנוע ערבה,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,המועצה האזורית ערבה תיכונה,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,קרן קולנוע מדרום,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,קרן גשר לקולנוע,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,משרד התרבות,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,קרן גשר,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,קרן קולנוע ערבה,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,קרן קולנוע נגב,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
דליה,medium,,מכללת ספיר,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
עבדאללה,medium,,מרכז קהילה ערבה,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
עבדאללה,medium,,קרן הקולנוע ערבה,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
עבדאללה,medium,,המועצה האזורית ערבה תיכונה,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
עבדאללה,medium,,קרן קולנוע מדרום,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
עבדאללה,medium,,קרן גשר לקולנוע,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
עבדאללה,medium,,משרד התרבות,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
עבדאללה,medium,,קרן גשר,,https://aravaff.co.il/%D7%A1%D7%A8%D7%98%D7%99-%D7%A7%D7%A8%D7%9F-%D7%A7%D7%95%D7%9C%D7%A0%D7%95%D7%A2-%D7%A2%D7%A8%D7%91%D7%94-2/,arava_film_fund__D7-A1-D7-A8-D7-98-D7-99--D7-A7-D7-A8-D7-9F--D7-A7-D7-95-D7-9C-D7-A0-D7-95-D7-A2-__8a9e0e21.meta.json
